"Nom du site","Type","Adresse","Latitude","Longitude","Nom vernaculaire","Nom scientifique","cd_nom (taxref)","URL fiche espèce","Période d'observation","Source"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Bergeronnette printanière","Motacilla flava",3741,"https://inpn.mnhn.fr/espece/cd_nom/3741","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Gobemouche gris","Muscicapa striata",4319,"https://inpn.mnhn.fr/espece/cd_nom/4319","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Bihoreau gris","Nycticorax nycticorax",2481,"https://inpn.mnhn.fr/espece/cd_nom/2481","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Loriot d'Europe","Oriolus oriolus",3803,"https://inpn.mnhn.fr/espece/cd_nom/3803","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Mésange charbonnière","Parus major",3764,"https://inpn.mnhn.fr/espece/cd_nom/3764","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Moineau domestique","Passer domesticus",4525,"https://inpn.mnhn.fr/espece/cd_nom/4525","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Grand Cormoran","Phalacrcorax carbo",2440,"https://inpn.mnhn.fr/espece/cd_nom/2440","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Cormoran huppé de Méditerranée","Phalacrocorax aristotelis desmarestii",2452,"https://inpn.mnhn.fr/espece/cd_nom/2452","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Flamant rose","Phoenicopterus roseus",199335,"https://inpn.mnhn.fr/espece/cd_nom/199335","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Rougequeue noir","Phoenicurus ochruros",4035,"https://inpn.mnhn.fr/espece/cd_nom/4035","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Rougequeue à front blanc","Phoenicurus phoenicurus",4040,"https://inpn.mnhn.fr/espece/cd_nom/4040","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Pouillot véloce","Phylloscopus collybita",4280,"https://inpn.mnhn.fr/espece/cd_nom/4280","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Pouillot fitis","Phylloscopus trochilus",4289,"https://inpn.mnhn.fr/espece/cd_nom/4289","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Pie bavarde","Pica pica",4474,"https://inpn.mnhn.fr/espece/cd_nom/4474","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Grèbe à cou noir","Podiceps nigricollis",974,"https://inpn.mnhn.fr/espece/cd_nom/974","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Perruche à collier","Psittacula krameri",3448,"https://inpn.mnhn.fr/espece/cd_nom/3448","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Hirondelle de rochers","Ptyonoprogne rupestris",3692,"https://inpn.mnhn.fr/espece/cd_nom/3692","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Roitelet triple-bandeau","Regulus ignicapilla",459638,"https://inpn.mnhn.fr/espece/cd_nom/459638","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Roitelet huppé","Regulus regulus",4308,"https://inpn.mnhn.fr/espece/cd_nom/4308","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Tarier des prés","Saxicola rubetra",4049,"https://inpn.mnhn.fr/espece/cd_nom/4049","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Tarier pâtre","Saxicola rubicola",199425,"https://inpn.mnhn.fr/espece/cd_nom/199425","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Serin cini","Serinus serinus",4571,"https://inpn.mnhn.fr/espece/cd_nom/4571","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Tourterelle turque","Streptopelia decaocto",3429,"https://inpn.mnhn.fr/espece/cd_nom/3429","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Chouette hulotte","Strix aluco",3518,"https://inpn.mnhn.fr/espece/cd_nom/3518","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Etourneau sansonnet","Sturnus vulgaris",4516,"https://inpn.mnhn.fr/espece/cd_nom/4516","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Fauvette à tête noire","Sylvia atricapilla",4257,"https://inpn.mnhn.fr/espece/cd_nom/4257","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Fauvette passerinette","Sylvia cantillans",4229,"https://inpn.mnhn.fr/espece/cd_nom/4229","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Fauvette grisette","Sylvia communis",4252,"https://inpn.mnhn.fr/espece/cd_nom/4252","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Fauvette mélanocéphale","Sylvia melanocephala",4232,"https://inpn.mnhn.fr/espece/cd_nom/4232","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Martinet à ventre blanc","Tachymarptis melba",3561,"https://inpn.mnhn.fr/espece/cd_nom/3561","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Sterne caugek","Thalasseus sandvicensis",3362,"https://inpn.mnhn.fr/espece/cd_nom/3362","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Troglodyte mignon","Troglodytes troglodytes",3967,"https://inpn.mnhn.fr/espece/cd_nom/3967","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Merle noir","Turdus merula",4117,"https://inpn.mnhn.fr/espece/cd_nom/4117","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Grive musicienne","Turdus philomelos",4129,"https://inpn.mnhn.fr/espece/cd_nom/4129","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Balneaire du Prado","Parc public","Avenue Georges Pompidou 13008 Marseille","43.2617149668424","5.37407259640296","Huppe fasciée","Upupa epops",3590,"https://inpn.mnhn.fr/espece/cd_nom/3590","2011-2018","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Epervier d'Europe","Accipiter nisus",2895,"https://inpn.mnhn.fr/espece/cd_nom/2895","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Rousserolle turdoïde","Acrocephalus arundinaceus",4198,"https://inpn.mnhn.fr/espece/cd_nom/4198","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Rousserolle effarvatte","Acrocephalus scirpaceus",4195,"https://inpn.mnhn.fr/espece/cd_nom/4195","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Chevalier guignette","Actitis hypoleucos",2616,"https://inpn.mnhn.fr/espece/cd_nom/2616","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Mésange à longue queue","Aegithalos caudatus",4342,"https://inpn.mnhn.fr/espece/cd_nom/4342","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Canard mandarin","Aix galericulata",2776,"https://inpn.mnhn.fr/espece/cd_nom/2776","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Martin-pêcheur d'Europe","Alcedo atthis",3571,"https://inpn.mnhn.fr/espece/cd_nom/3571","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Canard colvert","Anas platyrhynchos",1966,"https://inpn.mnhn.fr/espece/cd_nom/1966","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Oie cendrée","Anser anser",2741,"https://inpn.mnhn.fr/espece/cd_nom/2741","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Oie de Guinée","Anser cygnoides",933126,"https://inpn.mnhn.fr/espece/cd_nom/933126","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pipit farlouse","Anthus pratensis",3726,"https://inpn.mnhn.fr/espece/cd_nom/3726","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Martinet noir","Apus apus",3551,"https://inpn.mnhn.fr/espece/cd_nom/3551","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Martinet pâle","Apus pallidus",3555,"https://inpn.mnhn.fr/espece/cd_nom/3555","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Héron cendré","Ardea cinerea",2506,"https://inpn.mnhn.fr/espece/cd_nom/2506","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Héron pourpré","Ardea purpurea",2508,"https://inpn.mnhn.fr/espece/cd_nom/2508","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Héron crabier","Ardeola ralloides",2486,"https://inpn.mnhn.fr/espece/cd_nom/2486","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Butor étoilé","Botaurus stellaris",2473,"https://inpn.mnhn.fr/espece/cd_nom/2473","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Héron garde-boeufs","Bubulcus ibis",2489,"https://inpn.mnhn.fr/espece/cd_nom/2489","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Buse variable","Buteo buteo",2623,"https://inpn.mnhn.fr/espece/cd_nom/2623","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Canard musqué","Cairina moschata",441709,"https://inpn.mnhn.fr/espece/cd_nom/441709","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Bécasseau variable","Calidris alpina",2911,"https://inpn.mnhn.fr/espece/cd_nom/2911","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Chardonneret élégant","Carduelis carduelis",4583,"https://inpn.mnhn.fr/espece/cd_nom/4583","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Grimpereau des jardins","Certhia brachydactyla",3791,"https://inpn.mnhn.fr/espece/cd_nom/3791","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Bouscarle de Cetti","Cettia cetti",4151,"https://inpn.mnhn.fr/espece/cd_nom/4151","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Verdier d'Europe","Chloris chloris",4582,"https://inpn.mnhn.fr/espece/cd_nom/4582","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Mouette rieuse","Chroicocephalus ridibundus",530157,"https://inpn.mnhn.fr/espece/cd_nom/530157","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Cigogne blanche","Ciconia ciconia",2517,"https://inpn.mnhn.fr/espece/cd_nom/2517","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Cigogne noire","Ciconia nigra",2514,"https://inpn.mnhn.fr/espece/cd_nom/2514","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pigeon biset domestique","Columba livia domestica",3420,"https://inpn.mnhn.fr/espece/cd_nom/3420","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pigeon ramier","Columba palumbus",3424,"https://inpn.mnhn.fr/espece/cd_nom/3424","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Corneille noire","Corvus corone",4503,"https://inpn.mnhn.fr/espece/cd_nom/4503","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Choucas des tours","Corvus monedula",4494,"https://inpn.mnhn.fr/espece/cd_nom/4494","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Mésange bleue","Cyanistes caeruleus",534742,"https://inpn.mnhn.fr/espece/cd_nom/534742","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Hirondelle de fenêtre","Delichon urbicum",459478,"https://inpn.mnhn.fr/espece/cd_nom/459478","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pic épeiche","Dendrocopos major",3611,"https://inpn.mnhn.fr/espece/cd_nom/3611","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Aigrette garzette","Egretta garzetta",2497,"https://inpn.mnhn.fr/espece/cd_nom/2497","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Rougegorge familier","Erithacus rubecula",4001,"https://inpn.mnhn.fr/espece/cd_nom/4001","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Faucon pèlerin","Falco peregrinus",2938,"https://inpn.mnhn.fr/espece/cd_nom/2938","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Faucon hobereau","Falco subbuteo",2679,"https://inpn.mnhn.fr/espece/cd_nom/2679","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Faucon crécerelle","Falco tinnunculus",2669,"https://inpn.mnhn.fr/espece/cd_nom/2669","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Gobemouche noir","Ficedula hypoleuca",4330,"https://inpn.mnhn.fr/espece/cd_nom/4330","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pinson des arbres","Fringilla coelebs",4564,"https://inpn.mnhn.fr/espece/cd_nom/4564","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Gallinule poule-d'eau","Gallinula chloropus",3059,"https://inpn.mnhn.fr/espece/cd_nom/3059","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Poule domestique","Gallus gallus",199742,"https://inpn.mnhn.fr/espece/cd_nom/199742","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Aigle botté","Hieraaetus pennatus",2651,"https://inpn.mnhn.fr/espece/cd_nom/2651","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Echasse blanche","Himantopus himantopus",3112,"https://inpn.mnhn.fr/espece/cd_nom/3112","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Hypolaïs polyglotte","Hippolais polyglotta",4215,"https://inpn.mnhn.fr/espece/cd_nom/4215","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Hirondelle de cheminée","Hirundo rustica",3696,"https://inpn.mnhn.fr/espece/cd_nom/3696","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Blongios nian","Ixobrychus minutus",2477,"https://inpn.mnhn.fr/espece/cd_nom/2477","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Torcol fourmilier","Jynx torquilla",3595,"https://inpn.mnhn.fr/espece/cd_nom/3595","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Goéland brun","Larus fuscus",3297,"https://inpn.mnhn.fr/espece/cd_nom/3297","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Goéland leucophée","Larus michahellis",199374,"https://inpn.mnhn.fr/espece/cd_nom/199374","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Rossignol philomèle","Luscinia megarhynchos",4013,"https://inpn.mnhn.fr/espece/cd_nom/4013","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Canard siffleur","Mareca penelope",1952,"https://inpn.mnhn.fr/espece/cd_nom/1952","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Guépier d'Europe","Merops apiaster",3582,"https://inpn.mnhn.fr/espece/cd_nom/3582","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Bergeronnette grise","Motacilla alba",3941,"https://inpn.mnhn.fr/espece/cd_nom/3941","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Bergeronnette des ruisseaux","Motacilla cinerea",3755,"https://inpn.mnhn.fr/espece/cd_nom/3755","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Bergeronnette printanière","Motacilla flava",3741,"https://inpn.mnhn.fr/espece/cd_nom/3741","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Gobemouche gris","Muscicapa striata",4319,"https://inpn.mnhn.fr/espece/cd_nom/4319","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Conure veuve","Myiopsitta monachus",199392,"https://inpn.mnhn.fr/espece/cd_nom/199392","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Bihoreau gris","Nycticorax nycticorax",2481,"https://inpn.mnhn.fr/espece/cd_nom/2481","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Traquet motteux","Oenanthe oenanthe",4064,"https://inpn.mnhn.fr/espece/cd_nom/4064","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Loriot d'Europe","Oriolus oriolus",3803,"https://inpn.mnhn.fr/espece/cd_nom/3803","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Mésange charbonnière","Parus major",3764,"https://inpn.mnhn.fr/espece/cd_nom/3764","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Moineau domestique","Passer domesticus",4525,"https://inpn.mnhn.fr/espece/cd_nom/4525","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Paon bleu","Pavo cristatus",199757,"https://inpn.mnhn.fr/espece/cd_nom/199757","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Bondrée apivore","Pernis apivorus",2832,"https://inpn.mnhn.fr/espece/cd_nom/2832","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Cormoran huppé de Méditerranée","Phalacrocorax aristotelis desmarestii",2452,"https://inpn.mnhn.fr/espece/cd_nom/2452","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Grand Cormoran","Phalacrocorax carbo",2440,"https://inpn.mnhn.fr/espece/cd_nom/2440","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Rougequeue noir","Phoenicurus ochruros",4035,"https://inpn.mnhn.fr/espece/cd_nom/4035","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Rougequeue à front blanc","Phoenicurus phoenicurus",4040,"https://inpn.mnhn.fr/espece/cd_nom/4040","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pouillot véloce","Phylloscopus collybita",4280,"https://inpn.mnhn.fr/espece/cd_nom/4280","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pouillot siffleur","Phylloscopus sibilatrix",4280,"https://inpn.mnhn.fr/espece/cd_nom/4280","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pouillot fitis","Phylloscopus trochilus",4289,"https://inpn.mnhn.fr/espece/cd_nom/4289","2010-2019","FAUNE-PACA ; P. Bayle"
"Parc Borely","Parc public","46 avenue du Parc Borely 13008 Marseille","43.26146731224","5.3794906378068","Pie bavarde","Pica pica",4474,"https://inpn.mnhn.fr/espece/cd_nom/4474","2010-2019","FAUNE-PACA ; P. Bayle"
