"Nom du site","Type","Adresse","Latitude","Longitude","Nom vernaculaire","Nom scientifique","cd_nom (taxref)","URL fiche espèce","Période d'observation","Source"
"Parc de la Moline","Parc public","Bd Marius Richard 13012 Marseille","43.3148519347642","5.42340708763481","Serin cini","Serinus serinus",4571,"https://inpn.mnhn.fr/espece/cd_nom/4571","2009-2012","FAUNE-PACA"
"Parc de la Moline","Parc public","Bd Marius Richard 13012 Marseille","43.3148519347642","5.42340708763481","Tourterelle turque","Streptopelia decaocto",3429,"https://inpn.mnhn.fr/espece/cd_nom/3429","2009-2012","FAUNE-PACA"
"Parc de la Moline","Parc public","Bd Marius Richard 13012 Marseille","43.3148519347642","5.42340708763481","Etourneau sansonnet","Sturnus vulgaris",4516,"https://inpn.mnhn.fr/espece/cd_nom/4516","2009-2012","FAUNE-PACA"
"Parc de la Moline","Parc public","Bd Marius Richard 13012 Marseille","43.3148519347642","5.42340708763481","Fauvette à tête noire","Sylvia atricapilla",4257,"https://inpn.mnhn.fr/espece/cd_nom/4257","2009-2012","FAUNE-PACA"
"Parc de la Moline","Parc public","Bd Marius Richard 13012 Marseille","43.3148519347642","5.42340708763481","Fauvette mélanocéphale","Sylvia melanocephala",4232,"https://inpn.mnhn.fr/espece/cd_nom/4232","2009-2012","FAUNE-PACA"
"Parc de la Moline","Parc public","Bd Marius Richard 13012 Marseille","43.3148519347642","5.42340708763481","Huppe fasciée","Upupa epops",3590,"https://inpn.mnhn.fr/espece/cd_nom/3590","2009-2012","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Epervier d'Europe","Accipiter nisus",2895,"https://inpn.mnhn.fr/espece/cd_nom/2895","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Mésange à longue queue","Aegithalos caudatus",4342,"https://inpn.mnhn.fr/espece/cd_nom/4342","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Canard mandarin","Aix galericulata",2776,"https://inpn.mnhn.fr/espece/cd_nom/2776","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Canard colvert","Anas platyrhynchos",1966,"https://inpn.mnhn.fr/espece/cd_nom/1966","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Pipit farlouse","Anthus pratensis",3726,"https://inpn.mnhn.fr/espece/cd_nom/3726","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Martinet noir","Apus apus",3551,"https://inpn.mnhn.fr/espece/cd_nom/3551","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Buse variable","Buteo buteo",2623,"https://inpn.mnhn.fr/espece/cd_nom/2623","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Chardonneret élégant","Carduelis carduelis",4583,"https://inpn.mnhn.fr/espece/cd_nom/4583","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Grimpereau des jardins","Certhia brachydactyla",3791,"https://inpn.mnhn.fr/espece/cd_nom/3791","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Bouscarle de Cetti","Cettia cetti",4151,"https://inpn.mnhn.fr/espece/cd_nom/4151","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Verdier d'Europe","Chloris chloris",4582,"https://inpn.mnhn.fr/espece/cd_nom/4582","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Cisticole des joncs","Cisticola juncidis",4155,"https://inpn.mnhn.fr/espece/cd_nom/4155","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Pigeon biset domestique","Columba livia domestica",3420,"https://inpn.mnhn.fr/espece/cd_nom/3420","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Pigeon ramier","Columba palumbus",3424,"https://inpn.mnhn.fr/espece/cd_nom/3424","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Grand Corbeau","Corvus corax",4510,"https://inpn.mnhn.fr/espece/cd_nom/4510","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Corneille noire","Corvus corone",4503,"https://inpn.mnhn.fr/espece/cd_nom/4503","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Choucas des tours","Corvus monedula",4494,"https://inpn.mnhn.fr/espece/cd_nom/4494","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Mésange bleue","Cyanistes caeruleus",534742,"https://inpn.mnhn.fr/espece/cd_nom/534742","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Hirondelle de fenêtre","Delichon urbicum",459478,"https://inpn.mnhn.fr/espece/cd_nom/459478","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Bruant fou","Emberiza cia",4663,"https://inpn.mnhn.fr/espece/cd_nom/4663","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Bruant ortolan","Emberiza hortulana",4665,"https://inpn.mnhn.fr/espece/cd_nom/4665","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Rougegorge familier","Erithacus rubecula",4001,"https://inpn.mnhn.fr/espece/cd_nom/4001","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Gobemouche noir","Ficedula hypoleuca",4330,"https://inpn.mnhn.fr/espece/cd_nom/4330","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Pinson des arbres","Fringilla coelebs",4564,"https://inpn.mnhn.fr/espece/cd_nom/4564","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Hirondelle de cheminée","Hirundo rustica",3696,"https://inpn.mnhn.fr/espece/cd_nom/3696","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Goéland leucophée","Larus michahellis",199374,"https://inpn.mnhn.fr/espece/cd_nom/199374","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Linotte mélodieuse","Linaria cannabina",889047,"https://inpn.mnhn.fr/espece/cd_nom/889047","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Mésange huppée","Lophophanes cristatus",534750,"https://inpn.mnhn.fr/espece/cd_nom/534750","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Rossignol philomèle","Luscinia megarhynchos",4013,"https://inpn.mnhn.fr/espece/cd_nom/4013","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Guépier d'Europe","Merops apiaster",3582,"https://inpn.mnhn.fr/espece/cd_nom/3582","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Bergeronnette grise","Motacilla alba",3941,"https://inpn.mnhn.fr/espece/cd_nom/3941","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Bergeronnette des ruisseaux","Motacilla cinerea",3755,"https://inpn.mnhn.fr/espece/cd_nom/3755","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Loriot d'Europe","Oriolus oriolus",3803,"https://inpn.mnhn.fr/espece/cd_nom/3803","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Mésange charbonnière","Parus major",3764,"https://inpn.mnhn.fr/espece/cd_nom/3764","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Moineau domestique","Passer domesticus",4525,"https://inpn.mnhn.fr/espece/cd_nom/4525","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Rougequeue noir","Phoenicurus ochruros",4035,"https://inpn.mnhn.fr/espece/cd_nom/4035","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Pouillot véloce","Phylloscopus collybita",4280,"https://inpn.mnhn.fr/espece/cd_nom/4280","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Pouillot fitis","Phylloscopus trochilus",4289,"https://inpn.mnhn.fr/espece/cd_nom/4289","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Pie bavarde","Pica pica",4474,"https://inpn.mnhn.fr/espece/cd_nom/4474","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Pic vert","Picus viridis",3603,"https://inpn.mnhn.fr/espece/cd_nom/3603","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Accenteur mouchet","Prunella modularis",3978,"https://inpn.mnhn.fr/espece/cd_nom/3978","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Perruche à collier","Psittacula krameri",3448,"https://inpn.mnhn.fr/espece/cd_nom/3448","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Roitelet triple-bandeau","Regulus ignicapilla",459638,"https://inpn.mnhn.fr/espece/cd_nom/459638","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Roitelet huppé","Regulus regulus",4308,"https://inpn.mnhn.fr/espece/cd_nom/4308","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Serin cini","Serinus serinus",4571,"https://inpn.mnhn.fr/espece/cd_nom/4571","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Tarin des aulnes","Spinus spinus",889056,"https://inpn.mnhn.fr/espece/cd_nom/889056","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Tourterelle turque","Streptopelia decaocto",3429,"https://inpn.mnhn.fr/espece/cd_nom/3429","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Tourterelle des bois","Streptopelia turtur",3439,"https://inpn.mnhn.fr/espece/cd_nom/3439","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Chouette hulotte","Strix aluco",3518,"https://inpn.mnhn.fr/espece/cd_nom/3518","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Etourneau sansonnet","Sturnus vulgaris",4516,"https://inpn.mnhn.fr/espece/cd_nom/4516","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Fauvette à tête noire","Sylvia atricapilla",4257,"https://inpn.mnhn.fr/espece/cd_nom/4257","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Fauvette mélanocéphale","Sylvia melanocephala",4232,"https://inpn.mnhn.fr/espece/cd_nom/4232","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Fauvette pitchou","Sylvia undata",4221,"https://inpn.mnhn.fr/espece/cd_nom/4221","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Martinet à ventre blanc","Tachymarptis melba",3561,"https://inpn.mnhn.fr/espece/cd_nom/3561","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Troglodyte mignon","Troglodytes troglodytes",3967,"https://inpn.mnhn.fr/espece/cd_nom/3967","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Merle noir","Turdus merula",4117,"https://inpn.mnhn.fr/espece/cd_nom/4117","2013-2017","FAUNE-PACA"
"Parc de la Ravelle","Parc public","Rues des Hauts Bois 13013 Marseille","43.3331426270836","5.44421826139263","Grive musicienne","Turdus philomelos",4129,"https://inpn.mnhn.fr/espece/cd_nom/4129","2013-2017","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Mésange à longue queue","Aegithalos caudatus",4342,"https://inpn.mnhn.fr/espece/cd_nom/4342","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Grimpereau des jardins","Certhia brachydactyla",3791,"https://inpn.mnhn.fr/espece/cd_nom/3791","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Pigeon ramier","Columba palumbus",3424,"https://inpn.mnhn.fr/espece/cd_nom/3424","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Corneille noire","Corvus corone",4503,"https://inpn.mnhn.fr/espece/cd_nom/4503","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Choucas des tours","Corvus monedula",4494,"https://inpn.mnhn.fr/espece/cd_nom/4494","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Mésange bleue","Cyanistes caeruleus",534742,"https://inpn.mnhn.fr/espece/cd_nom/534742","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Rougegorge familier","Erithacus rubecula",4001,"https://inpn.mnhn.fr/espece/cd_nom/4001","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Pinson des arbres","Fringilla coelebs",4564,"https://inpn.mnhn.fr/espece/cd_nom/4564","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Geai des chênes","Garrulus glandarius",4466,"https://inpn.mnhn.fr/espece/cd_nom/4466","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Rossignol philomèle","Luscinia megarhynchos",4013,"https://inpn.mnhn.fr/espece/cd_nom/4013","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Gobemouche gris","Muscicapa striata",4319,"https://inpn.mnhn.fr/espece/cd_nom/4319","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Mésange charbonnière","Parus major",3764,"https://inpn.mnhn.fr/espece/cd_nom/3764","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Moineau domestique","Passer domesticus",4525,"https://inpn.mnhn.fr/espece/cd_nom/4525","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Pie bavarde","Pica pica",4474,"https://inpn.mnhn.fr/espece/cd_nom/4474","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Pic vert","Picus viridis",3603,"https://inpn.mnhn.fr/espece/cd_nom/3603","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Accenteur mouchet","Prunella modularis",3978,"https://inpn.mnhn.fr/espece/cd_nom/3978","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Perruche à collier","Psittacula krameri",3448,"https://inpn.mnhn.fr/espece/cd_nom/3448","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Serin cini","Serinus serinus",4571,"https://inpn.mnhn.fr/espece/cd_nom/4571","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Sittelle torchepot","Sitta europaea",3774,"https://inpn.mnhn.fr/espece/cd_nom/3774","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Tourterelle turque","Streptopelia decaocto",3429,"https://inpn.mnhn.fr/espece/cd_nom/3429","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Etourneau sansonnet","Sturnus vulgaris",4516,"https://inpn.mnhn.fr/espece/cd_nom/4516","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Fauvette à tête noire","Sylvia atricapilla",4257,"https://inpn.mnhn.fr/espece/cd_nom/4257","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Fauvette mélanocéphale","Sylvia melanocephala",4232,"https://inpn.mnhn.fr/espece/cd_nom/4232","2011-2012","FAUNE-PACA"
"Parc des Sept-Collines","Parc public","56 Traverse de la Buzine 13011 Marseille","43.29365829006017","5.503544085074578","Merle noir","Turdus merula",4117,"https://inpn.mnhn.fr/espece/cd_nom/4117","2011-2012","FAUNE-PACA"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Epervier d'Europe","Accipiter nisus",2895,"https://inpn.mnhn.fr/espece/cd_nom/2895","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Rousserolle effarvatte","Acrocephalus scirpaceus",4195,"https://inpn.mnhn.fr/espece/cd_nom/4195","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Mésange à longue queue","Aegithalos caudatus",4342,"https://inpn.mnhn.fr/espece/cd_nom/4342","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Canard mandarin","Aix galericulata",2776,"https://inpn.mnhn.fr/espece/cd_nom/2776","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Martin-pêcheur d'Europe","Alcedo atthis",3571,"https://inpn.mnhn.fr/espece/cd_nom/3571","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Canard colvert","Anas platyrhynchos",1966,"https://inpn.mnhn.fr/espece/cd_nom/1966","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Pipit farlouse","Anthus pratensis",3726,"https://inpn.mnhn.fr/espece/cd_nom/3726","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Martinet noir","Apus apus",3551,"https://inpn.mnhn.fr/espece/cd_nom/3551","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Héron cendré","Ardea cinerea",2506,"https://inpn.mnhn.fr/espece/cd_nom/2506","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Chardonneret élégant","Carduelis carduelis",4583,"https://inpn.mnhn.fr/espece/cd_nom/4583","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Bouscarle de Cetti","Cettia cetti",4151,"https://inpn.mnhn.fr/espece/cd_nom/4151","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Verdier d'Europe","Chloris chloris",4582,"https://inpn.mnhn.fr/espece/cd_nom/4582","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Mouette rieuse","Chroicocephalus ridibundus",530157,"https://inpn.mnhn.fr/espece/cd_nom/530157","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Pigeon biset domestique","Columba livia domestica",3420,"https://inpn.mnhn.fr/espece/cd_nom/3420","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Corneille mantelée","Corvus cornix",4505,"https://inpn.mnhn.fr/espece/cd_nom/4505","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Corneille noire","Corvus corone",4503,"https://inpn.mnhn.fr/espece/cd_nom/4503","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Corbeau freux","Corvus frugilegus",4501,"https://inpn.mnhn.fr/espece/cd_nom/4501","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Choucas des tours","Corvus monedula",4494,"https://inpn.mnhn.fr/espece/cd_nom/4494","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Mésange bleue","Cyanistes caeruleus",534742,"https://inpn.mnhn.fr/espece/cd_nom/534742","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Hirondelle de fenêtre","Delichon urbicum",459478,"https://inpn.mnhn.fr/espece/cd_nom/459478","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Aigrette garzette","Egretta garzetta",2497,"https://inpn.mnhn.fr/espece/cd_nom/2497","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Rougegorge familier","Erithacus rubecula",4001,"https://inpn.mnhn.fr/espece/cd_nom/4001","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Faucon crécerelle","Falco tinnunculus",2669,"https://inpn.mnhn.fr/espece/cd_nom/2669","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Gobemouche noir","Ficedula hypoleuca",4330,"https://inpn.mnhn.fr/espece/cd_nom/4330","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Pinson des arbres","Fringilla coelebs",4564,"https://inpn.mnhn.fr/espece/cd_nom/4564","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Gallinule poule-d'eau","Gallinula chloropus",3059,"https://inpn.mnhn.fr/espece/cd_nom/3059","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Poule domestique","Gallus gallus",199742,"https://inpn.mnhn.fr/espece/cd_nom/199742","2012-2018","FAUNE-PACA ; P. Bayle"
"Parc du 26ème centenaire","Parc public","Place Zino Francescatti 13010 Marseille","43.2825335015591","5.390999279933","Echasse blanche","Himantopus himantopus",3112,"https://inpn.mnhn.fr/espece/cd_nom/3112","2012-2018","FAUNE-PACA ; P. Bayle"
